filepath,relative_path,split_folder,class_name,label_idx,width,height,format,sha256
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1009.jpg,Training\glioma\Tr-gl_1009.jpg,Training,glioma,0,512,512,JPG,ff0d52dc161d0c27cfdf15b01f5ed17022df5797e04af474f06c2048cd69d966
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1011.jpg,Training\glioma\Tr-gl_1011.jpg,Training,glioma,0,512,512,JPG,e99b95416e9f1dacf0ca4b30d61c6084e6942b1359bca36a012bdc94bdc20a3b
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1012.jpg,Training\glioma\Tr-gl_1012.jpg,Training,glioma,0,512,512,JPG,5fd6c11c6382af6ea66a1e9c336616d2f38f2d00235dcac90018e6cf4e401364
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1013.jpg,Training\glioma\Tr-gl_1013.jpg,Training,glioma,0,512,512,JPG,684a20ec59ebb6e76e9e0a256b0d5c4a8467f8787e2d0266841c6ced871e9d48
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1014.jpg,Training\glioma\Tr-gl_1014.jpg,Training,glioma,0,512,512,JPG,c4816b8570228e8f92e41f8fafe01b750e6c1a7c0c2face8b7493a14f99c6470
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1015.jpg,Training\glioma\Tr-gl_1015.jpg,Training,glioma,0,512,512,JPG,ec79f3b111af571730d00c2fb05589ddc73b1bd260205abd7d2aea87dd1e43f4
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1018.jpg,Training\glioma\Tr-gl_1018.jpg,Training,glioma,0,512,512,JPG,d4d7eb03b8a953c7219ad3702151fd072d64957f5c4590550448e36c935784c8
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1019.jpg,Training\glioma\Tr-gl_1019.jpg,Training,glioma,0,512,512,JPG,ae817a77352a3aaf943004cb7d80f453c1b7b89f0113557ff58d662cc59733ae
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_102.jpg,Training\glioma\Tr-gl_102.jpg,Training,glioma,0,512,512,JPG,588961631275c62c0d56ec26465a7bdf73faa025e31c18b90d84e9bf29e201db
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1020.jpg,Training\glioma\Tr-gl_1020.jpg,Training,glioma,0,512,512,JPG,01e69989dba1488ee15f4985d0cbe9439d22489e4955cb3573b0fa9612b9aba1
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1021.jpg,Training\glioma\Tr-gl_1021.jpg,Training,glioma,0,512,512,JPG,4f5607ef1690681bd81330df0ed15ded60994bd263506b370d84256457f75d1d
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1022.jpg,Training\glioma\Tr-gl_1022.jpg,Training,glioma,0,512,512,JPG,9d174b78bf7f5adedac15699c15096b89458499961b9e289704b6a7afe4b0108
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1023.jpg,Training\glioma\Tr-gl_1023.jpg,Training,glioma,0,512,512,JPG,8931705e8895dfd0bb2f8510254f645e2aa0290d3276990da694c37bb22d4c2a
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1024.jpg,Training\glioma\Tr-gl_1024.jpg,Training,glioma,0,512,512,JPG,4bb64bf7e354ef28d069e74ddd48d49eb041b86d95a16bb716b9d307019f62c6
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1025.jpg,Training\glioma\Tr-gl_1025.jpg,Training,glioma,0,512,512,JPG,eeccaec80782f4c52dfed9b16ac78875f80f57d1868e95e38e44f1175b94ccc4
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1026.jpg,Training\glioma\Tr-gl_1026.jpg,Training,glioma,0,512,512,JPG,15f7dab8087bc3f4a3121bbf64fe670031959f8ae50296f2b21c8b08aea85856
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1027.jpg,Training\glioma\Tr-gl_1027.jpg,Training,glioma,0,512,512,JPG,116a8096eaffd839cc9443d55b0fe140cce3067a7e7cda3ed6188b3d54fc57fd
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1028.jpg,Training\glioma\Tr-gl_1028.jpg,Training,glioma,0,512,512,JPG,48b2f076b9d34efa613358ba48c09eea6f56499b7c8cc6dd36da17870687ba80
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_103.jpg,Training\glioma\Tr-gl_103.jpg,Training,glioma,0,512,512,JPG,550e372869abdc4461dd864ad54fdd5f20e110ca965344cb3911010684f34330
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1030.jpg,Training\glioma\Tr-gl_1030.jpg,Training,glioma,0,512,512,JPG,f3ce51c275ec36fd22285c12cb6475b6411eeb4394ca83e4c0efcfaa296a207a
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1031.jpg,Training\glioma\Tr-gl_1031.jpg,Training,glioma,0,512,512,JPG,4bcf5a5d3935e7a29932985e101d6f79aade5c9e6cd5b06a55ec5c3aa602a64b
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1032.jpg,Training\glioma\Tr-gl_1032.jpg,Training,glioma,0,512,512,JPG,aedd48e573fa1d8515942e963832931ffe9d91a02f26b9ce5075a2706520c9c0
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1033.jpg,Training\glioma\Tr-gl_1033.jpg,Training,glioma,0,512,512,JPG,3c6c8b180965a599521819052c4765ce445e535d1e25086d3f4e7cd03833f2fb
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1035.jpg,Training\glioma\Tr-gl_1035.jpg,Training,glioma,0,512,512,JPG,cf62be31de13d56e9ad6f5c0abdb4c3132c7c8b087326e8c262cfc34031543ec
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1036.jpg,Training\glioma\Tr-gl_1036.jpg,Training,glioma,0,512,512,JPG,71e061fa1eb8584b3497e543dd316c7e4f87419234050628b9484e83f28eaa4e
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1037.jpg,Training\glioma\Tr-gl_1037.jpg,Training,glioma,0,512,512,JPG,59bd1f9c9b39d6914450e652be61572aa67e3e52f9b565ea1d584be9ae487124
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1038.jpg,Training\glioma\Tr-gl_1038.jpg,Training,glioma,0,512,512,JPG,1ae3aba8ce49de12f188b112b397ca6bac449723a7cfe2171d04bb63d573bc02
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1039.jpg,Training\glioma\Tr-gl_1039.jpg,Training,glioma,0,512,512,JPG,cc0250d1cc59fb33e3ef9fe3aa6f4d46a0b4a96c0dc4bf62b84ac9add9a682a9
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_104.jpg,Training\glioma\Tr-gl_104.jpg,Training,glioma,0,512,512,JPG,f18608438118e39d661c5f82242ace781a24cc8c61bf9d44aaf10aff1399df13
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1040.jpg,Training\glioma\Tr-gl_1040.jpg,Training,glioma,0,512,512,JPG,3b500f02ad835c10898c77cbbe15078088b4ecc7623886aeb3c89ce2bd3340f4
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1041.jpg,Training\glioma\Tr-gl_1041.jpg,Training,glioma,0,512,512,JPG,d58cdf17314a094da866df2f63739ea31b549cb3daf7ac9e7c84fae9f3b4bb1c
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1042.jpg,Training\glioma\Tr-gl_1042.jpg,Training,glioma,0,512,512,JPG,ed16958b5057a4fde31b6c0202848f7fcfaacb5222735f920b6e815298f136f3
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1043.jpg,Training\glioma\Tr-gl_1043.jpg,Training,glioma,0,512,512,JPG,8750e005f5a056f19720c759d295494bc763f368078702de20e93561d116e0e1
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1044.jpg,Training\glioma\Tr-gl_1044.jpg,Training,glioma,0,512,512,JPG,d0a1c7d0d6ca429d543405666971349e601fc07a8f683367d28c09924467f9e4
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1045.jpg,Training\glioma\Tr-gl_1045.jpg,Training,glioma,0,512,512,JPG,df89ff0f2ee56c5d299c461a8ec150ae06fb09dae8ec99322056099a7807d89d
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1046.jpg,Training\glioma\Tr-gl_1046.jpg,Training,glioma,0,512,512,JPG,d8ed005ff7b80c1dc76681677fa22df91f75432f114b7f84f2080a58c7053652
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1047.jpg,Training\glioma\Tr-gl_1047.jpg,Training,glioma,0,512,512,JPG,52c302bff4fe15cb933edc0c005b8059851d7ef223ff0454c6c8a7130998cdfa
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1048.jpg,Training\glioma\Tr-gl_1048.jpg,Training,glioma,0,512,512,JPG,88eca485cd844c31363201136b0afaac7250c9ded387aaf6c0b6451b57f294fa
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1049.jpg,Training\glioma\Tr-gl_1049.jpg,Training,glioma,0,512,512,JPG,1bcea581efcc9aae8ba7f77960a43f250afc3d1513b252bd55af3cb1969d2aa1
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_105.jpg,Training\glioma\Tr-gl_105.jpg,Training,glioma,0,512,512,JPG,d5faa245547eceaff832fca9a4ae4e4f6da24ad61441b60d5d5792ed4630a84d
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1050.jpg,Training\glioma\Tr-gl_1050.jpg,Training,glioma,0,512,512,JPG,b5dba58b59db3bbfc1669a2a24d0985c9b76284ea6e2187407c0349cd882b750
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1051.jpg,Training\glioma\Tr-gl_1051.jpg,Training,glioma,0,512,512,JPG,c1ae47f17fea410269ff4db9dc9512c04d1dabd8960d8cb8a30b163a3fdad1dd
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1052.jpg,Training\glioma\Tr-gl_1052.jpg,Training,glioma,0,512,512,JPG,75cc15aa6d260b97b7cb2a9e23c6acc015aac1a49e6bc5d5b6fdbebc8c90552c
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1053.jpg,Training\glioma\Tr-gl_1053.jpg,Training,glioma,0,512,512,JPG,e092a8ed839f0938368269cfcd5c60ceed0463644ab3c1e6557dabe71cfafce0
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1054.jpg,Training\glioma\Tr-gl_1054.jpg,Training,glioma,0,512,512,JPG,34afadc89aac69e012a37d032cbe12e7c5e4b896352d85583ee90feba8c23a4a
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1055.jpg,Training\glioma\Tr-gl_1055.jpg,Training,glioma,0,512,512,JPG,f151456548d75987b8cde6b06d46a0e63cd7d761f9fdb89bd775a3afb63e25a3
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1057.jpg,Training\glioma\Tr-gl_1057.jpg,Training,glioma,0,512,512,JPG,dcb8d6cb4496603b7d8757bef29fa39cf1d84a4e5d953b3135d19dbd788b7dff
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1058.jpg,Training\glioma\Tr-gl_1058.jpg,Training,glioma,0,512,512,JPG,bea567b2fe260ee9fc3450806b2a433eb875849181a47be97f6fd85fbcd163af
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1059.jpg,Training\glioma\Tr-gl_1059.jpg,Training,glioma,0,512,512,JPG,d40f0941fa3b959e31021edc63aa5f31e923454a44677b8ca824e13ff2976ebe
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_106.jpg,Training\glioma\Tr-gl_106.jpg,Training,glioma,0,512,512,JPG,ed8db2918d77b4a021330d5056aa61988ae493f4925b84f2015e6ef383bbcbd5
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1060.jpg,Training\glioma\Tr-gl_1060.jpg,Training,glioma,0,512,512,JPG,f06ca8638a927dcac447fcb997d0b3c3eaa83346c5773513a08d87eb6b1b68a0
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1061.jpg,Training\glioma\Tr-gl_1061.jpg,Training,glioma,0,512,512,JPG,b45e44023dc38d81ef38807a7c9c988e9575a6cc71dc62fd861d58093f632808
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1062.jpg,Training\glioma\Tr-gl_1062.jpg,Training,glioma,0,512,512,JPG,3063e7d8fe33a31035935f048c64dd6988596c504af0432238bb84413add44ba
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1063.jpg,Training\glioma\Tr-gl_1063.jpg,Training,glioma,0,512,512,JPG,3fd896730cbd7d870998082bf093ebf94ff9234ba704410c63d8fb3385692486
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1064.jpg,Training\glioma\Tr-gl_1064.jpg,Training,glioma,0,512,512,JPG,4d3506f55b9534015f4ce41c8b9cfed12d3187717a2a5aa554efd660794e71dd
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1065.jpg,Training\glioma\Tr-gl_1065.jpg,Training,glioma,0,512,512,JPG,4cfe02ccbdb9be081c98ba776db8f2f9662ce909c270cb39fa12ed2e70393fb8
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1066.jpg,Training\glioma\Tr-gl_1066.jpg,Training,glioma,0,512,512,JPG,88462cfdd72c0a289d3152fcf6b15b0eefdda24534847165a7220114208d6e9e
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1067.jpg,Training\glioma\Tr-gl_1067.jpg,Training,glioma,0,512,512,JPG,cfc2c65c10aa897559fe046d8a16c5bb8d37d3ba82fd6a8dbc529be1c789ff77
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1068.jpg,Training\glioma\Tr-gl_1068.jpg,Training,glioma,0,512,512,JPG,46ef43038899b7baff3211d155e491c13c9cc38869e6ecd3dce5663cfae65078
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1069.jpg,Training\glioma\Tr-gl_1069.jpg,Training,glioma,0,512,512,JPG,ff3a613af787b2919777363b37e4709828bf07605dd5b2687b2f82a4c895d5fc
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_107.jpg,Training\glioma\Tr-gl_107.jpg,Training,glioma,0,512,512,JPG,23e271290683ffdba92c3c8b2ccc20b1206b756f0e65fbed71f52232a5b2cfb9
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1070.jpg,Training\glioma\Tr-gl_1070.jpg,Training,glioma,0,512,512,JPG,c741de31e76d48ce0ee56a9c62ce192e9dbe1a3b04f6082ac9a0089be908104f
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1071.jpg,Training\glioma\Tr-gl_1071.jpg,Training,glioma,0,512,512,JPG,32355eefbba178b5a956ad2ab924db27dda11039e158169ae003ad26f7bb756e
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1072.jpg,Training\glioma\Tr-gl_1072.jpg,Training,glioma,0,512,512,JPG,167646ef0dfbc5b3643ee6b2ebccb51ab9f7f8287dfbc66b908265d4cffe59fa
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1073.jpg,Training\glioma\Tr-gl_1073.jpg,Training,glioma,0,512,512,JPG,1400f475a9b0d9d0a4da043d030fe05686d951439975a59c646fd12b055511ec
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1074.jpg,Training\glioma\Tr-gl_1074.jpg,Training,glioma,0,512,512,JPG,2524396d0e1fcae86aff8a446459cac71fabe7d21e3625f958f0da8f1c350309
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1075.jpg,Training\glioma\Tr-gl_1075.jpg,Training,glioma,0,512,512,JPG,8fe180f7cbf41345de48460e24ea4aa4eda16d4ea1f72117b734ceda7d3a0b3a
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1076.jpg,Training\glioma\Tr-gl_1076.jpg,Training,glioma,0,512,512,JPG,bba06019a74d8f68aafb08a0fdc1da2cf47be914e17ae00d542ec60fb4b93221
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1078.jpg,Training\glioma\Tr-gl_1078.jpg,Training,glioma,0,512,512,JPG,7a927782dffecd777684a7a6edfabed80bb1520630c6c21193c5a78f1ff4d98e
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1079.jpg,Training\glioma\Tr-gl_1079.jpg,Training,glioma,0,512,512,JPG,5ab39a7d0b5e205d6f707a1d26d1bd252c57800454d74095b6e05f814fcbff5d
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_108.jpg,Training\glioma\Tr-gl_108.jpg,Training,glioma,0,512,512,JPG,ef10a835a47cb071d43bc473b1941ebcfeed3b3782e325013cb1dbeb20edb187
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1081.jpg,Training\glioma\Tr-gl_1081.jpg,Training,glioma,0,512,512,JPG,2e5ff28bf1776b9da0e91843d2d41c1cabbe8572eb0ad2e8981e6243e25464c9
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1082.jpg,Training\glioma\Tr-gl_1082.jpg,Training,glioma,0,512,512,JPG,bcc347d587d2a67392ef727d25f285f69d3b959bf619767fde0e80c42c70c1b2
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1083.jpg,Training\glioma\Tr-gl_1083.jpg,Training,glioma,0,512,512,JPG,5e4bf9549dd0b305f5475030d80d4263f383cb1f852f8a2d4f9352e35bb9a9ce
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1085.jpg,Training\glioma\Tr-gl_1085.jpg,Training,glioma,0,512,512,JPG,75b867a885b9bb9bb3b6e2d74038ff8dcde49857a22c8b0619bf1b56b20078f9
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1086.jpg,Training\glioma\Tr-gl_1086.jpg,Training,glioma,0,512,512,JPG,c7d0c5e5289054744408b3e17dc76ce6dabb09dbf35685344224ef4b25bcd42f
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1088.jpg,Training\glioma\Tr-gl_1088.jpg,Training,glioma,0,512,512,JPG,5a652c7025f05abb33de4ad1c1602a222f4d6ab0634729a83d65a0c97af06f1b
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1089.jpg,Training\glioma\Tr-gl_1089.jpg,Training,glioma,0,512,512,JPG,6b75b33c104238feff9c2d438e64b93baad11d39943c80d8ca487c1670f9fbf5
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_109.jpg,Training\glioma\Tr-gl_109.jpg,Training,glioma,0,512,512,JPG,2389fda31023448903058a7d6e6481baf349d5f925b8e3bb134bd28bd77cb318
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1090.jpg,Training\glioma\Tr-gl_1090.jpg,Training,glioma,0,512,512,JPG,50491db95a5f010b9e10e616ea893c2e91720bc66f4b9d28dd191956529e7db0
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1091.jpg,Training\glioma\Tr-gl_1091.jpg,Training,glioma,0,512,512,JPG,5771cd04eafc3c1b747b05c913d0ce828fe6f84282ce3c746493671182481094
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1092.jpg,Training\glioma\Tr-gl_1092.jpg,Training,glioma,0,512,512,JPG,d37c648eafe20f6bcb55d2260b5f576d065c462db2ad23ae485a8cfb5309b053
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1093.jpg,Training\glioma\Tr-gl_1093.jpg,Training,glioma,0,512,512,JPG,da24dff47b5ef02aeca627997aaf492f931aef9773d84d7aeefd2d0c19a33065
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1094.jpg,Training\glioma\Tr-gl_1094.jpg,Training,glioma,0,512,512,JPG,bb22ce9a74848637beb58f399d619263047808414a5c93e95e8109c1f258b358
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1095.jpg,Training\glioma\Tr-gl_1095.jpg,Training,glioma,0,512,512,JPG,99142f36663c04c7d203460a61e486ea1e14e998b3cd87f0abf4e4dadaa8cd99
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1096.jpg,Training\glioma\Tr-gl_1096.jpg,Training,glioma,0,512,512,JPG,5669a1c10d78ba810edb4589312dc54f28f7c12ffeacda798f757ec2c787da66
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1097.jpg,Training\glioma\Tr-gl_1097.jpg,Training,glioma,0,512,512,JPG,1cf1ed111f2ca9a4483b7395cf85e555321a1ab6dfee90bd99639d26d9dc4a79
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1098.jpg,Training\glioma\Tr-gl_1098.jpg,Training,glioma,0,512,512,JPG,5794bf363988a2a24d118db901dcce06667cd38edaa1aeb6fb528871f1b221ef
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1099.jpg,Training\glioma\Tr-gl_1099.jpg,Training,glioma,0,512,512,JPG,49cd84bafe80bf707189460eea23b43881591aaafa2c364c991ffac5721517b7
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_110.jpg,Training\glioma\Tr-gl_110.jpg,Training,glioma,0,512,512,JPG,4cf8f0e078554b78f2bd07f64bdf859a8f2740f5b72d8b21c38b41c48f540d04
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1100.jpg,Training\glioma\Tr-gl_1100.jpg,Training,glioma,0,512,512,JPG,a83d47f6d31a430d0d7c5b040300050ca7ba422c071ee75c0b8f56bf660a9f7e
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1101.jpg,Training\glioma\Tr-gl_1101.jpg,Training,glioma,0,512,512,JPG,918c257de6114836db396fc545e99857704f54380137a4533cad930781b49429
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1102.jpg,Training\glioma\Tr-gl_1102.jpg,Training,glioma,0,512,512,JPG,fc89077441b52924cbfefcc639fb095644ea996bef6ebde2e84e81cd8be51852
C:\Users\darsh\OneDrive\Desktop\AI Project\data\raw\Training\glioma\Tr-gl_1103.jpg,Training\glioma\Tr-gl_1103.jpg,Training,glioma,0,512,512,JPG,3ad1a0fd794fb9fb022bbf55ac75eb3912d8292a4e91772f2c3f779b76f1cae8
